date,type,amount,description,ticker,shares,price,gain_loss,gain_loss_pct,days_held
2020-05-01,buy,201.24,Bought 3.07 shares of GOOGL,GOOGL,3.07,65.55,,,
2020-05-01,buy,201.76,Bought 3.07 shares of GOOG,GOOG,3.07,65.72,,,
2020-05-01,buy,126.83,Bought 0.63 shares of META,META,0.63,201.32,,,
2020-05-01,buy,115.94,Bought 2.48 shares of TSLA,TSLA,2.48,46.75,,,
2020-05-01,buy,88.47,Bought 3.87 shares of AVGO,AVGO,3.87,22.86,,,
2020-05-01,buy,82.2,Bought 0.45 shares of BRK-B,BRK-B,0.45,182.67,,,
2020-05-01,buy,63.21,Bought 1.66 shares of WMT,WMT,1.66,38.08,,,
2020-05-01,buy,59.24,Bought 0.41 shares of LLY,LLY,0.41,144.49,,,
2020-05-01,buy,57.15,Bought 0.7 shares of JPM,JPM,0.7,81.64,,,
2020-05-01,buy,52.53,Bought 0.31 shares of V,V,0.31,169.44,,,
2020-05-01,buy,39.25,Bought 0.15 shares of MA,MA,0.15,261.7,,,
2020-05-01,buy,40.55,Bought 0.84 shares of ORCL,ORCL,0.84,48.27,,,
2020-05-01,buy,39.82,Bought 1.17 shares of XOM,XOM,1.17,34.03,,,
2020-05-01,buy,37.01,Bought 0.14 shares of UNH,UNH,0.14,264.37,,,
2020-05-01,buy,36.19,Bought 0.13 shares of COST,COST,0.13,278.39,,,
2020-05-01,buy,33.26,Bought 0.32 shares of PG,PG,0.32,103.93,,,
2020-05-01,buy,32.95,Bought 0.17 shares of HD,HD,0.17,193.83,,,
2020-05-01,buy,33.22,Bought 0.08 shares of NFLX,NFLX,0.08,415.27,,,
2020-05-01,buy,29.64,Bought 0.23 shares of JNJ,JNJ,0.23,128.88,,,
2020-05-01,buy,28.94,Bought 1.42 shares of BAC,BAC,1.42,20.38,,,
2020-05-01,buy,27.99,Bought 0.18 shares of CRM,CRM,0.18,155.5,,,
2020-05-01,buy,26.57,Bought 0.39 shares of ABBV,ABBV,0.39,68.12,,,
2020-05-01,buy,23.07,Bought 0.59 shares of KO,KO,0.59,39.11,,,
2020-05-01,buy,21.08,Bought 0.25 shares of TMUS,TMUS,0.25,84.3,,,
2020-05-01,buy,21.5,Bought 0.3 shares of CVX,CVX,0.3,71.65,,,
2020-05-01,buy,20.98,Bought 0.33 shares of MRK,MRK,0.33,63.57,,,
2020-05-01,buy,19.92,Bought 0.82 shares of WFC,WFC,0.82,24.29,,,
2020-05-01,buy,19.81,Bought 0.56 shares of CSCO,CSCO,0.56,35.37,,,
2020-05-01,buy,18.56,Bought 0.11 shares of ACN,ACN,0.11,168.74,,,
2020-05-01,buy,16.98,Bought 0.05 shares of NOW,NOW,0.05,339.51,,,
2020-05-01,buy,17.43,Bought 0.21 shares of AXP,AXP,0.21,83.0,,,
2020-05-01,buy,17.9,Bought 0.11 shares of MCD,MCD,0.11,162.77,,,
2020-05-01,buy,16.87,Bought 0.15 shares of PEP,PEP,0.15,112.48,,,
2020-05-01,buy,17.49,Bought 0.41 shares of BX,BX,0.41,42.67,,,
2020-05-01,buy,17.61,Bought 0.19 shares of IBM,IBM,0.19,92.68,,,
2020-05-01,buy,16.67,Bought 0.16 shares of DIS,DIS,0.16,104.21,,,
2020-05-01,buy,16.79,Bought 0.1 shares of LIN,LIN,0.1,167.94,,,
2020-05-01,buy,16.29,Bought 0.05 shares of TMO,TMO,0.05,325.85,,,
2020-05-01,buy,16.81,Bought 0.51 shares of MS,MS,0.51,32.96,,,
2020-05-01,buy,16.52,Bought 0.2 shares of ABT,ABT,0.2,82.61,,,
2020-05-01,buy,13.75,Bought 0.04 shares of ADBE,ADBE,0.04,343.84,,,
2020-05-01,buy,16.46,Bought 0.33 shares of AMD,AMD,0.33,49.88,,,
2020-05-01,buy,16.36,Bought 0.29 shares of PM,PM,0.29,56.4,,,
2020-05-01,buy,14.97,Bought 0.09 shares of ISRG,ISRG,0.09,166.29,,,
2020-05-01,buy,15.51,Bought 0.49 shares of GE,GE,0.49,31.66,,,
2020-06-01,deposit,3000.0,Monthly investment,,,,,,
2020-06-01,buy,334.43,Bought 4.27 shares of AAPL,AAPL,4.27,78.32,,,
2020-06-01,buy,287.31,Bought 32.76 shares of NVDA,NVDA,32.76,8.77,,,
2020-06-01,buy,282.54,Bought 1.61 shares of MSFT,MSFT,1.61,175.49,,,
2020-06-01,buy,205.09,Bought 1.66 shares of AMZN,AMZN,1.66,123.55,,,
2020-06-01,buy,204.2,Bought 2.86 shares of GOOGL,GOOGL,2.86,71.4,,,
2020-06-01,buy,204.49,Bought 2.87 shares of GOOG,GOOG,2.87,71.25,,,
2020-06-01,buy,126.95,Bought 0.55 shares of META,META,0.55,230.82,,,
2020-06-01,buy,117.35,Bought 1.96 shares of TSLA,TSLA,1.96,59.87,,,
2020-06-01,buy,89.58,Bought 3.51 shares of AVGO,AVGO,3.51,25.52,,,
2020-06-01,buy,84.57,Bought 0.46 shares of BRK-B,BRK-B,0.46,183.84,,,
2020-06-01,buy,64.41,Bought 1.67 shares of WMT,WMT,1.67,38.57,,,
2020-06-01,buy,59.06,Bought 0.41 shares of LLY,LLY,0.41,144.05,,,
2020-06-01,buy,57.84,Bought 0.67 shares of JPM,JPM,0.67,86.33,,,
2020-06-01,buy,52.61,Bought 0.28 shares of V,V,0.28,187.88,,,
2020-06-01,buy,41.09,Bought 0.14 shares of MA,MA,0.14,293.5,,,
2020-06-01,buy,41.04,Bought 0.83 shares of ORCL,ORCL,0.83,49.45,,,
2020-06-01,buy,40.2,Bought 1.08 shares of XOM,XOM,1.08,37.22,,,
2020-06-01,buy,39.8,Bought 0.14 shares of UNH,UNH,0.14,284.27,,,
2020-06-01,buy,34.11,Bought 0.12 shares of COST,COST,0.12,284.26,,,
2020-06-01,buy,33.38,Bought 0.32 shares of PG,PG,0.32,104.31,,,
2020-06-01,buy,32.89,Bought 0.15 shares of HD,HD,0.15,219.29,,,
2020-06-01,buy,29.81,Bought 0.07 shares of NFLX,NFLX,0.07,425.92,,,
2020-06-01,buy,29.63,Bought 0.23 shares of JNJ,JNJ,0.23,128.81,,,
2020-06-01,buy,29.34,Bought 1.35 shares of BAC,BAC,1.35,21.73,,,
2020-06-01,buy,28.06,Bought 0.16 shares of CRM,CRM,0.16,175.38,,,
2020-06-01,buy,26.85,Bought 0.36 shares of ABBV,ABBV,0.36,74.58,,,
2020-06-01,buy,23.37,Bought 0.58 shares of KO,KO,0.58,40.3,,,
2020-06-01,buy,21.45,Bought 0.22 shares of TMUS,TMUS,0.22,97.5,,,
2020-06-01,buy,21.87,Bought 0.29 shares of CVX,CVX,0.29,75.43,,,
2020-06-01,buy,21.49,Bought 0.33 shares of MRK,MRK,0.33,65.12,,,
2020-06-01,buy,20.19,Bought 0.83 shares of WFC,WFC,0.83,24.33,,,
2020-06-01,buy,20.01,Bought 0.5 shares of CSCO,CSCO,0.5,40.02,,,
2020-06-01,buy,19.06,Bought 0.1 shares of ACN,ACN,0.1,190.56,,,
2020-06-01,buy,19.17,Bought 0.05 shares of NOW,NOW,0.05,383.37,,,
2020-06-01,buy,18.18,Bought 0.2 shares of AXP,AXP,0.2,90.92,,,
2020-06-01,buy,16.81,Bought 0.1 shares of MCD,MCD,0.1,168.12,,,
2020-06-01,buy,17.24,Bought 0.15 shares of PEP,PEP,0.15,114.94,,,
2020-06-01,buy,17.91,Bought 0.37 shares of BX,BX,0.37,48.41,,,
2020-06-01,buy,17.32,Bought 0.18 shares of IBM,IBM,0.18,96.25,,,
2020-06-01,buy,17.6,Bought 0.15 shares of DIS,DIS,0.15,117.32,,,
2020-06-01,buy,17.2,Bought 0.09 shares of LIN,LIN,0.09,191.12,,,
2020-06-01,buy,17.26,Bought 0.05 shares of TMO,TMO,0.05,345.14,,,
2020-06-01,buy,17.26,Bought 0.45 shares of MS,MS,0.45,38.36,,,
2020-06-01,buy,17.1,Bought 0.2 shares of ABT,ABT,0.2,85.52,,,
2020-06-01,buy,15.59,Bought 0.04 shares of ADBE,ADBE,0.04,389.68,,,
2020-06-01,buy,16.63,Bought 0.31 shares of AMD,AMD,0.31,53.63,,,
2020-06-01,buy,16.47,Bought 0.29 shares of PM,PM,0.29,56.79,,,
2020-06-01,buy,15.32,Bought 0.08 shares of ISRG,ISRG,0.08,191.53,,,
2020-06-01,buy,15.81,Bought 0.48 shares of GE,GE,0.48,32.93,,,
2020-07-01,deposit,3000.0,Monthly investment,,,,,,
2020-07-01,buy,334.91,Bought 3.78 shares of AAPL,AAPL,3.78,88.6,,,
2020-07-01,buy,287.56,Bought 30.27 shares of NVDA,NVDA,30.27,9.5,,,
2020-07-01,buy,282.93,Bought 1.44 shares of MSFT,MSFT,1.44,196.48,,,
2020-07-01,buy,205.82,Bought 1.43 shares of AMZN,AMZN,1.43,143.93,,,
2020-07-01,buy,204.52,Bought 2.85 shares of GOOGL,GOOGL,2.85,71.76,,,
2020-07-01,buy,204.66,Bought 2.86 shares of GOOG,GOOG,2.86,71.56,,,
2020-07-01,buy,127.68,Bought 0.54 shares of META,META,0.54,236.44,,,
2020-07-01,buy,117.18,Bought 1.57 shares of TSLA,TSLA,1.57,74.64,,,
2020-07-01,buy,89.83,Bought 3.23 shares of AVGO,AVGO,3.23,27.81,,,
2020-07-01,buy,83.66,Bought 0.47 shares of BRK-B,BRK-B,0.47,177.99,,,
2020-07-01,buy,64.43,Bought 1.73 shares of WMT,WMT,1.73,37.24,,,
2020-07-01,buy,60.18,Bought 0.39 shares of LLY,LLY,0.39,154.31,,,
2020-07-01,buy,57.97,Bought 0.71 shares of JPM,JPM,0.71,81.65,,,
2020-07-01,buy,52.45,Bought 0.28 shares of V,V,0.28,187.32,,,
2020-07-01,buy,41.06,Bought 0.14 shares of MA,MA,0.14,293.28,,,
2020-07-01,buy,41.38,Bought 0.8 shares of ORCL,ORCL,0.8,51.72,,,
2020-07-01,buy,40.42,Bought 1.15 shares of XOM,XOM,1.15,35.15,,,
2020-07-01,buy,38.9,Bought 0.14 shares of UNH,UNH,0.14,277.84,,,
2020-07-01,buy,36.53,Bought 0.13 shares of COST,COST,0.13,281.0,,,
2020-07-01,buy,34.16,Bought 0.32 shares of PG,PG,0.32,106.74,,,
2020-07-01,buy,33.21,Bought 0.15 shares of HD,HD,0.15,221.37,,,
2020-07-01,buy,29.14,Bought 0.06 shares of NFLX,NFLX,0.06,485.64,,,
2020-07-01,buy,29.48,Bought 0.24 shares of JNJ,JNJ,0.24,122.85,,,
2020-07-01,buy,29.38,Bought 1.42 shares of BAC,BAC,1.42,20.69,,,
2020-07-01,buy,28.62,Bought 0.15 shares of CRM,CRM,0.15,190.82,,,
2020-07-01,buy,26.9,Bought 0.33 shares of ABBV,ABBV,0.33,81.53,,,
2020-07-01,buy,23.27,Bought 0.6 shares of KO,KO,0.6,38.79,,,
2020-07-01,buy,21.8,Bought 0.21 shares of TMUS,TMUS,0.21,103.79,,,
2020-07-01,buy,22.08,Bought 0.31 shares of CVX,CVX,0.31,71.23,,,
2020-07-01,buy,21.27,Bought 0.33 shares of MRK,MRK,0.33,64.44,,,
2020-07-01,buy,20.29,Bought 0.9 shares of WFC,WFC,0.9,22.54,,,
2020-07-01,buy,20.3,Bought 0.51 shares of CSCO,CSCO,0.51,39.81,,,
2020-07-01,buy,20.11,Bought 0.1 shares of ACN,ACN,0.1,201.06,,,
2020-07-01,buy,16.67,Bought 0.04 shares of NOW,NOW,0.04,416.79,,,
2020-07-01,buy,17.76,Bought 0.2 shares of AXP,AXP,0.2,88.79,,,
2020-07-01,buy,18.22,Bought 0.11 shares of MCD,MCD,0.11,165.65,,,
2020-07-01,buy,17.29,Bought 0.15 shares of PEP,PEP,0.15,115.29,,,
2020-07-01,buy,17.58,Bought 0.37 shares of BX,BX,0.37,47.51,,,
2020-07-01,buy,17.36,Bought 0.19 shares of IBM,IBM,0.19,91.36,,,
2020-07-01,buy,16.74,Bought 0.15 shares of DIS,DIS,0.15,111.63,,,
2020-07-01,buy,16.08,Bought 0.08 shares of LIN,LIN,0.08,200.95,,,
2020-07-01,buy,14.23,Bought 0.04 shares of TMO,TMO,0.04,355.68,,,
2020-07-01,buy,17.16,Bought 0.42 shares of MS,MS,0.42,40.86,,,
2020-07-01,buy,16.85,Bought 0.2 shares of ABT,ABT,0.2,84.26,,,
2020-07-01,buy,13.19,Bought 0.03 shares of ADBE,ADBE,0.03,439.81,,,
2020-07-01,buy,16.3,Bought 0.31 shares of AMD,AMD,0.31,52.58,,,
2020-07-01,buy,16.42,Bought 0.3 shares of PM,PM,0.3,54.72,,,
2020-07-01,buy,15.35,Bought 0.08 shares of ISRG,ISRG,0.08,191.85,,,
2020-07-01,buy,15.78,Bought 0.48 shares of GE,GE,0.48,32.88,,,
2020-07-01,sell,3527.0649999999996,Partial sell of 371.27 shares of NVDA purchased on __Insert Later__ for Rebalancing - Trim,NVDA,371.27,9.5,1310.5830999999998,59.13,181.0
2020-07-01,sell,10266.5269,Sell of 71.33 shares of AMZN purchased on __Insert Later__ for Rebalancing - Trim,AMZN,71.33,143.93,3497.3099,51.66,181.0
2020-07-01,sell,590.1129999999999,Sell of 4.1 shares of AMZN purchased on __Insert Later__ for Rebalancing - Trim,AMZN,4.1,143.93,178.30899999999997,43.3,152.0
2020-07-01,sell,1147.1221,Sell of 7.97 shares of AMZN purchased on __Insert Later__ for Rebalancing - Trim,AMZN,7.97,143.93,368.45310000000006,47.32,121.0
2020-07-01,sell,22042.879500000006,Partial sell of 153.15000000000003 shares of AMZN purchased on __Insert Later__ for Rebalancing - Trim,AMZN,153.15000000000003,143.93,7433.9010000000035,50.89,91.0
2020-07-01,sell,5025.5112,Partial sell of 67.33 shares of TSLA purchased on __Insert Later__ for Rebalancing - Trim,TSLA,67.33,74.64,3094.4867999999997,160.25,181.0
2020-07-01,sell,62.1908,Sell of 1.67 shares of WMT purchased on __Insert Later__ for Rebalancing - Trim,WMT,1.67,37.24,-2.2211,-3.45,30.0
2020-07-01,sell,61.8184,Sell of 1.66 shares of WMT purchased on __Insert Later__ for Rebalancing - Trim,WMT,1.66,37.24,-1.3943999999999974,-2.2,61.0
2020-07-01,sell,2152.0996,Sell of 57.79 shares of WMT purchased on __Insert Later__ for Rebalancing - Trim,WMT,57.79,37.24,32.36239999999998,1.53,181.0
2020-07-01,sell,135.92600000000002,Sell of 3.65 shares of WMT purchased on __Insert Later__ for Rebalancing - Trim,WMT,3.65,37.24,7.044499999999999,5.47,152.0
2020-07-01,sell,254.34920000000002,Sell of 6.83 shares of WMT purchased on __Insert Later__ for Rebalancing - Trim,WMT,6.83,37.24,10.245000000000005,4.2,121.0
2020-07-01,sell,3333.724800000001,Partial sell of 89.52000000000002 shares of WMT purchased on __Insert Later__ for Rebalancing - Trim,WMT,89.52000000000002,37.24,168.29759999999987,5.32,91.0
2020-07-01,sell,2468.96,Sell of 16.0 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,16.0,154.31,489.76,24.75,181.0
2020-07-01,sell,141.9652,Sell of 0.92 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,0.92,154.31,21.767200000000003,18.11,152.0
2020-07-01,sell,280.8442,Sell of 1.82 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,1.82,154.31,53.45339999999999,23.51,121.0
2020-07-01,sell,4073.7839999999997,Partial sell of 26.4 shares of LLY purchased on __Insert Later__ for Rebalancing - Trim,LLY,26.4,154.31,686.6639999999998,20.27,91.0
2020-07-01,sell,1411.4388,Sell of 27.29 shares of ORCL purchased on __Insert Later__ for Rebalancing - Trim,ORCL,27.29,51.72,51.850999999999885,3.81,181.0
2020-07-01,sell,87.92399999999999,Sell of 1.7 shares of ORCL purchased on __Insert Later__ for Rebalancing - Trim,ORCL,1.7,51.72,5.218999999999994,6.31,152.0
2020-07-01,sell,170.676,Sell of 3.3 shares of ORCL purchased on __Insert Later__ for Rebalancing - Trim,ORCL,3.3,51.72,14.882999999999981,9.56,121.0
2020-07-01,sell,2579.7936,Partial sell of 49.88 shares of ORCL purchased on __Insert Later__ for Rebalancing - Trim,ORCL,49.88,51.72,326.2152000000001,14.48,91.0
2020-07-01,sell,137.69,Sell of 0.49 shares of COST purchased on __Insert Later__ for Rebalancing - Trim,COST,0.49,281.0,-1.6611000000000047,-1.19,121.0
2020-07-01,sell,33.72,Sell of 0.12 shares of COST purchased on __Insert Later__ for Rebalancing - Trim,COST,0.12,281.0,-0.39119999999999777,-1.14,30.0
2020-07-01,sell,1270.12,Sell of 4.52 shares of COST purchased on __Insert Later__ for Rebalancing - Trim,COST,4.52,281.0,60.613200000000006,5.01,181.0
2020-07-01,sell,73.06,Sell of 0.26 shares of COST purchased on __Insert Later__ for Rebalancing - Trim,COST,0.26,281.0,0.1377999999999986,0.19,152.0
2020-07-01,sell,1981.0500000000002,Partial sell of 7.050000000000001 shares of COST purchased on __Insert Later__ for Rebalancing - Trim,COST,7.050000000000001,281.0,121.11900000000014,6.51,91.0
2020-07-01,sell,1631.7504,Sell of 3.36 shares of NFLX purchased on __Insert Later__ for Rebalancing - Trim,NFLX,3.36,485.64,523.5888,47.25,181.0
2020-07-01,sell,92.27159999999999,Sell of 0.19 shares of NFLX purchased on __Insert Later__ for Rebalancing - Trim,NFLX,0.19,485.64,26.704499999999996,40.72,152.0
2020-07-01,sell,160.2612,Sell of 0.33 shares of NFLX purchased on __Insert Later__ for Rebalancing - Trim,NFLX,0.33,485.64,34.51469999999999,27.44,121.0
2020-07-01,sell,2685.5892,Partial sell of 5.53 shares of NFLX purchased on __Insert Later__ for Rebalancing - Trim,NFLX,5.53,485.64,672.2267999999999,33.39,91.0
2020-07-01,sell,27.931500000000003,Sell of 1.35 shares of BAC purchased on __Insert Later__ for Rebalancing - Trim,BAC,1.35,20.69,-1.404,-4.81,30.0
2020-07-01,sell,1916.9285000000002,Partial sell of 92.65 shares of BAC purchased on __Insert Later__ for Rebalancing - Trim,BAC,92.65,20.69,299.2595000000001,18.5,91.0
2020-07-01,sell,984.9671000000001,Sell of 9.49 shares of TMUS purchased on __Insert Later__ for Rebalancing - Trim,TMUS,9.49,103.79,255.66060000000016,35.06,181.0
2020-07-01,sell,59.1603,Sell of 0.57 shares of TMUS purchased on __Insert Later__ for Rebalancing - Trim,TMUS,0.57,103.79,15.019500000000008,34.03,152.0
2020-07-01,sell,94.44890000000001,Sell of 0.91 shares of TMUS purchased on __Insert Later__ for Rebalancing - Trim,TMUS,0.91,103.79,11.429600000000008,13.77,121.0
2020-07-01,sell,1596.2902,Partial sell of 15.379999999999999 shares of TMUS purchased on __Insert Later__ for Rebalancing - Trim,TMUS,15.379999999999999,103.79,315.9051999999999,24.67,91.0
2020-07-01,sell,19.905,Sell of 0.5 shares of CSCO purchased on __Insert Later__ for Rebalancing - Trim,CSCO,0.5,39.81,-0.10500000000000043,-0.55,30.0
2020-07-01,sell,1375.4355,Partial sell of 34.55 shares of CSCO purchased on __Insert Later__ for Rebalancing - Trim,CSCO,34.55,39.81,241.50450000000023,21.3,91.0
2020-07-01,sell,62.5185,Partial sell of 0.15 shares of NOW purchased on __Insert Later__ for Rebalancing - Trim,NOW,0.15,416.79,18.832500000000003,43.11,181.0
2020-07-01,sell,16.7445,Sell of 0.15 shares of DIS purchased on __Insert Later__ for Rebalancing - Trim,DIS,0.15,111.63,-0.8535000000000004,-4.89,30.0
2020-07-01,sell,1153.1379,Partial sell of 10.33 shares of DIS purchased on __Insert Later__ for Rebalancing - Trim,DIS,10.33,111.63,184.59709999999984,19.06,91.0
2020-07-01,sell,1685.8836,Partial sell of 41.26 shares of MS purchased on __Insert Later__ for Rebalancing - Trim,MS,41.26,40.86,575.9896000000001,51.9,91.0
2020-07-01,buy,14502.05,Rebalancing - Add,AAPL,163.68,88.6,,,
2020-07-01,buy,359.56,Rebalancing - Add,MSFT,1.83,196.48,,,
2020-07-01,buy,8924.79,Rebalancing - Add,GOOGL,124.37,71.76,,,
2020-07-01,buy,8925.68,Rebalancing - Add,GOOG,124.73,71.56,,,
2020-07-01,buy,5598.9,Rebalancing - Add,META,23.68,236.44,,,
2020-07-01,buy,3893.4,Rebalancing - Add,AVGO,140.0,27.81,,,
2020-07-01,buy,3728.89,Rebalancing - Add,BRK-B,20.95,177.99,,,
2020-07-01,buy,2541.76,Rebalancing - Add,JPM,31.13,81.65,,,
2020-07-01,buy,2335.88,Rebalancing - Add,V,12.47,187.32,,,
2020-07-01,buy,1847.66,Rebalancing - Add,MA,6.3,293.28,,,
2020-07-01,buy,1768.75,Rebalancing - Add,XOM,50.32,35.15,,,
2020-07-01,buy,1758.73,Rebalancing - Add,UNH,6.33,277.84,,,
2020-07-01,buy,1370.54,Rebalancing - Add,PG,12.84,106.74,,,
2020-07-01,buy,1485.39,Rebalancing - Add,HD,6.71,221.37,,,
2020-07-01,buy,1218.67,Rebalancing - Add,JNJ,9.92,122.85,,,
2020-07-01,buy,1240.33,Rebalancing - Add,CRM,6.5,190.82,,,
2020-07-01,buy,1108.81,Rebalancing - Add,ABBV,13.6,81.53,,,
2020-07-01,buy,1024.44,Rebalancing - Add,KO,26.41,38.79,,,
2020-07-01,buy,972.29,Rebalancing - Add,CVX,13.65,71.23,,,
2020-07-01,buy,944.05,Rebalancing - Add,MRK,14.65,64.44,,,
2020-07-01,buy,893.71,Rebalancing - Add,WFC,39.65,22.54,,,
2020-07-01,buy,874.61,Rebalancing - Add,ACN,4.35,201.06,,,
2020-07-01,buy,797.33,Rebalancing - Add,AXP,8.98,88.79,,,
2020-07-01,buy,798.43,Rebalancing - Add,MCD,4.82,165.65,,,
2020-07-01,buy,800.11,Rebalancing - Add,PEP,6.94,115.29,,,
2020-07-01,buy,782.96,Rebalancing - Add,BX,16.48,47.51,,,
2020-07-01,buy,786.61,Rebalancing - Add,IBM,8.61,91.36,,,
2020-07-01,buy,769.64,Rebalancing - Add,LIN,3.83,200.95,,,
2020-07-01,buy,686.46,Rebalancing - Add,TMO,1.93,355.68,,,
2020-07-01,buy,684.19,Rebalancing - Add,ABT,8.12,84.26,,,
2020-07-01,buy,624.12,Rebalancing - Add,AMD,11.87,52.58,,,
2020-07-01,buy,732.7,Rebalancing - Add,PM,13.39,54.72,,,
2020-07-01,buy,704.09,Rebalancing - Add,ISRG,3.67,191.85,,,
2020-07-01,buy,690.48,Rebalancing - Add,GE,21.0,32.88,,,
2020-08-01,deposit,3000.0,Monthly investment,,,,,,
2020-07-31,sell,7365.61,Sold 46.55 shares of AMZN for tax-loss harvesting,AMZN,46.55,158.23,-11683.77,-61.33,121.0
2020-07-31,sell,3184.57,Sold 79.1 shares of WMT for tax-loss harvesting,WMT,79.1,40.26,-2777.8299999999995,-46.59,121.0
2020-07-31,sell,2415.59,Sold 17.01 shares of LLY for tax-loss harvesting,LLY,17.01,142.01,-3153.91,-56.63,121.0
2020-07-31,sell,1809.23,Sold 34.86 shares of ORCL for tax-loss harvesting,ORCL,34.86,51.9,-2019.3200000000002,-52.74,121.0
2020-07-31,sell,1759.68,Sold 5.85 shares of COST for tax-loss harvesting,COST,5.85,300.8,-1643.6000000000001,-48.29,121.0
2020-07-31,sell,1486.2,Sold 3.04 shares of NFLX for tax-loss harvesting,NFLX,3.04,488.88,-1633.97,-52.37,121.0
2020-07-31,sell,1410.12,Sold 63.72 shares of BAC for tax-loss harvesting,BAC,63.72,22.13,-1320.1,-48.35,121.0
2020-07-31,sell,977.64,Sold 9.31 shares of TMUS for tax-loss harvesting,TMUS,9.31,105.01,-1077.8000000000002,-52.44,121.0
2020-07-31,sell,17.87,Sold 0.82 shares of WFC for tax-loss harvesting,WFC,0.82,21.79,-2.0500000000000007,-10.29,91.0
2020-07-31,sell,18.09,Sold 0.83 shares of WFC for tax-loss harvesting,WFC,0.83,21.79,-2.1000000000000014,-10.4,60.0
2020-07-31,sell,936.3,Sold 22.82 shares of CSCO for tax-loss harvesting,CSCO,22.82,41.03,-946.5800000000002,-50.27,121.0
2020-07-31,sell,816.66,Sold 7.07 shares of DIS for tax-loss harvesting,DIS,7.07,115.51,-814.7600000000001,-49.94,121.0
2020-07-31,sell,778.48,Sold 18.43 shares of MS for tax-loss harvesting,MS,18.43,42.24,-827.1800000000001,-51.52,121.0
2020-07-31,sell,14.21,Sold 0.48 shares of GE for tax-loss harvesting,GE,0.48,29.61,-1.5999999999999996,-10.12,60.0
2020-07-31,buy,3643.84,Bought 35.23 shares of AAPL,AAPL,35.23,103.43,,,
2020-07-31,buy,3125.86,Bought 295.45 shares of NVDA,NVDA,295.45,10.58,,,
2020-07-31,buy,3073.7,Bought 15.62 shares of MSFT,MSFT,15.62,196.78,,,
2020-07-31,buy,2227.12,Bought 30.08 shares of GOOGL,GOOGL,30.08,74.04,,,
2020-07-31,buy,2227.28,Bought 30.18 shares of GOOG,GOOG,30.18,73.8,,,
2020-07-31,buy,1398.74,Bought 5.54 shares of META,META,5.54,252.48,,,
2020-07-31,buy,1280.0,Bought 13.42 shares of TSLA,TSLA,13.42,95.38,,,
2020-07-31,buy,975.81,Bought 34.64 shares of AVGO,AVGO,34.64,28.17,,,
2020-07-31,buy,926.04,Bought 4.73 shares of BRK-B,BRK-B,4.73,195.78,,,
2020-07-31,buy,633.11,Bought 7.41 shares of JPM,JPM,7.41,85.44,,,
2020-07-31,buy,581.63,Bought 3.16 shares of V,V,3.16,184.06,,,
2020-07-31,buy,457.29,Bought 1.52 shares of MA,MA,1.52,300.85,,,
2020-07-31,buy,440.94,Bought 13.03 shares of XOM,XOM,13.03,33.84,,,
2020-07-31,buy,435.13,Bought 1.54 shares of UNH,UNH,1.54,282.55,,,
2020-07-31,buy,373.3,Bought 3.18 shares of PG,PG,3.18,117.39,,,
2020-07-31,buy,369.47,Bought 1.56 shares of HD,HD,1.56,236.84,,,
2020-07-31,buy,330.35,Bought 2.59 shares of JNJ,JNJ,2.59,127.55,,,
2020-07-31,buy,310.03,Bought 1.6 shares of CRM,CRM,1.6,193.77,,,
2020-07-31,buy,293.88,Bought 3.72 shares of ABBV,ABBV,3.72,79.0,,,
2020-07-31,buy,253.86,Bought 6.21 shares of KO,KO,6.21,40.88,,,
2020-07-31,buy,240.2,Bought 3.52 shares of CVX,CVX,3.52,68.24,,,
2020-07-31,buy,234.97,Bought 3.55 shares of MRK,MRK,3.55,66.19,,,
2020-07-31,buy,217.72,Bought 1.03 shares of ACN,ACN,1.03,211.38,,,
2020-07-31,buy,210.82,Bought 0.48 shares of NOW,NOW,0.48,439.2,,,
2020-07-31,buy,197.34,Bought 2.24 shares of AXP,AXP,2.24,88.1,,,
2020-07-31,buy,196.94,Bought 1.13 shares of MCD,MCD,1.13,174.28,,,
2020-07-31,buy,197.84,Bought 1.65 shares of PEP,PEP,1.65,119.9,,,
2020-07-31,buy,195.18,Bought 4.3 shares of BX,BX,4.3,45.39,,,
2020-07-31,buy,195.18,Bought 2.06 shares of IBM,IBM,2.06,94.75,,,
2020-07-31,buy,190.35,Bought 0.83 shares of LIN,LIN,0.83,229.34,,,
2020-07-31,buy,188.26,Bought 0.46 shares of TMO,TMO,0.46,409.25,,,
2020-07-31,buy,189.5,Bought 2.04 shares of ABT,ABT,2.04,92.89,,,
2020-07-31,buy,182.17,Bought 0.41 shares of ADBE,ADBE,0.41,444.32,,,
2020-07-31,buy,181.19,Bought 2.34 shares of AMD,AMD,2.34,77.43,,,
2020-07-31,buy,181.38,Bought 3.02 shares of PM,PM,3.02,60.06,,,
2020-07-31,buy,175.93,Bought 0.77 shares of ISRG,ISRG,0.77,228.48,,,
2020-09-01,deposit,3000.0,Monthly investment,,,,,,
2020-09-01,sell,34.92,Sold 1.08 shares of XOM for tax-loss harvesting,XOM,1.08,32.33,-5.280000000000001,-13.13,92.0
